"","id","body","code","txtlength"
"91",53121,"Strong consumer spending is propelling the economy to a robust 4 percent growth rate this quarter x just what the Reagan Administration ordered x according to many economists . The first quarter's growth rate x which is scheduled to be the subject of a ''flash'' estimate by the Commerce Department on Wednesday x will be a key indication of whether the economy is maintaining its momentum after recovering from a slowdown in the xfall . The economy x as measured by the gross national product x grew at a lethargic 1dot6 percent annual rate in the third quarter x but rebounded in October through December at a 4dot9 percent rate . If a 4 percent growth rate is indeed achieved x the most common prognosis is for a fairly good performance for the rest of the year . That optimism contrasts with some fears last xfall that the then dawdling economy would collapse into recession . Few experts now believe that a recession is imminent . ''There's a lot of strength in the economy ,'' said Robert A . Gough x a senior xvice president of Data Resources Inc . x an economic consulting concern in Lexington x Mass . ''We are headed for a 4 percent year . Despite the huge trade deficit and huge Federal budget deficit x we are learning to acclimate .'' Weaker Than Last Year's 6 .8percent Although a 4 percent growth rate is robust compared with most recent performances x as xwell as by European standards x it pales next to last year's 6dot8 percent growth rate . The Administration counts on growth at a rate of almost 4 percent a year through 1990 to trim the record Federal budget deficits . Mr Gough x who believes that the flash estimate will place the growth rate in the 3 1/2 percent to 4 percent range x said that the trade deficit was a wild card that could skew projections . A rising trade deficit x which means that imports are growing more xquick to grow x it could depress the growth of the economy . ''With all the confusing crosscurrents x the strong sector is consumer spending ,'' Michael K . Evans x president of Evans Economics in Washington x said . ''Housing should also rebound x and defense spending is still strong . Capital spending seems weak x so that should show (no) not gain . And x of course x net exports will take us down . When you add those all together x you get about 4 percent growth .'' Did Boom End at Christmas . Michael J . Bazdarich x chief economist of the Claremont Economics Institute in Claremont x Calif . x offered a relatively low estimate of a 3 percent to 3 1/2 percent growth rate for the quarter x in large part because he believes consumer spending is not robust as others think . The economy is still in the lull that began last summer x Mr Bazdarich said . The fourth quarter rebound was helped by heavy spending before Christmas x he said x but that will not rescue the economy this quarter . He said that the strong 1dot4 percent increase in retail sales in February x announced last week x was probably a fluke . Some experts worry that the economy will slow later in the year . The announcement Friday that the nation's industrial production fell five tenths of 1 percent in February further disquieted them and demonstrated the effect of the strong dollar in depressing sectors of the economy that export or that compete with imports . Donald Ratajcak x director of the economic forecasting project at Georgia State University x predicted a 4 1/2 percent growth rate during the first quarter but added that consumers probably were dipping into savings to achieve that growth . Moreover x slight inventory accumulation might indicate that the long buying spree is slowing . These factors suggest a weakening of the dynamo of the economy x the consumption spending that accounts for two thirds of GNP . Flash Estimate May Be High Lawrence Chimerine x chairman of Chase Econometrics x expects the Government's flash estimate on Wednesday to be between 4 percent and 5 percent . But after the quarter ends March 31 x the figure will be revised downward x he said x because recent statistics on such sectors as the trade deficit are not available . The bright side of all of the forecasts is very low inflation . Almost all experts believe inflation is running at a 4 percent rate or even (less) not x a remarkably low figure compared with recent experience x especially in the third year of an economic expansion x when inflation normally is building . Expectations of low inflation were bolstered by Friday's announcement that producer prices fell one tenth of 1 percent in February . A consequence of the low inflation is that the Federal Reserve is unlikely to adopt a very strict monetary policy that would send the economy tumbling into recession . But the Fed could play an active role . John O . Wilson x senior xvice president and chief economist of the Bank of America in San Francisco x said the Fed was likely to continue to try to ''fine tune'' the economy . In other words x when the economy booms x the Fed will tighten its control of the money supply x which would raise interest rates and suppress growth and inflation . But when the economy is sluggish and appears in danger of tumbling into recession x the Fed will ease its policies and try to prod the economy forward . ''So I think we will have a Fed induced roller coaster for the next couple of years ,'' he said . Copyright 1985 The New York Times Company ","Positive",5386
"92",53249,"Reversing three months of improvement x the nation's unemployment rate climbed two tenths of a percentage point in September x to 6dot9 percent x the Labor Department reported today . The latest figures x the first major gauge of how the economy performed last month x were regarded by most private analysts as quite disappointing and an indication that there might have been only the skimpiest late summer pickup in business activity . The number of workers on nonfarm payrolls rose half as much as had been expected and manufacturing employment resumed its downward trend after showing signs of stability . ''It was a bad report x certainly worse than we were expecting ,'' said Gordon B . Pye x chief economist for the Irving Trust Company . He said the most distressing element was the lose the xoil and gas extraction industry continued to decline to x13 .3 percent from 16 .7 percent x the department reported . The data also showed that the labor force rose by just 57 ,000 last month x as against a 135 ,000 gain in August x and still bigger gains earlier this year . Analysts said this helped hold the rise in the unemployment rate to two tenths of a percentage point . Among the new service jobs x more than one third were in computers and other business services x the department said . The 107 ,000 overall payroll gain included 30 ,000 telephone company workers in New York returning from a strike . Bureau of Labor Statistics) Copyright 1986 The New York Times Company ","Negative",1483
"93",53333,"The nation's major retailers reported yesterday that sales improved in July x but analysts said the companies resorted to larger than usual markdowns to stimulate buying during the normally promotional month . In addition x some retailers were comparing their sales with a lack xin xa number of cases and in a number of cases the sales increases were better than that of June ,'' said Jeffrey Edelman x a retail analyst with the investment firm Dean Witter Reynolds Inc . 'Extremely Promotional' ''However the tone of business was extremely promotional ,'' Mr Edelman said . The Northeast and the Middle West were particularly promotional x he said . Chicago based Sears said its July sales came to $2 .19 billion x compared with $2 .08 billion a year earlier . For the first six months of the fiscal year x Sears said sales gained 2dot2 percent x to $13 .56 billion x from $13 .27 billion . K Mart x based in Troy x Mich . x said its July sales were $1 .76 billion x compared with $1 .52 billion . K Mart's year to date sales increased 7dot2 percent x to $11 .2 billion x from $10 .44 billion . New York based Penney said its sales for the month were $830 million x compared with $803 million . For the half year x Penney's sales climbed 6dot2 percent x to $5 .685 billion x from $5 .35 billion . Dayton Hudson Advances Dayton Hudson of Minneapolis said its July sales totaled $627 million x compared with $561 million . For the 26 weeks x sales advanced 10 .3 percent x to $4 .06 billion x from $3 .68 billion . Wal Mart x with headquarters in Bentonville x Ark . x said its July sales came to $900 million x in contrast to $640 million . For the six months x sales jumped 42 percent x to $5 .11 billion x from $3 .59 billion . These were among the details of other major retailers' reports: * Cincinnati based Federated Department Stores Inc . x No . 6 x said its July sales rose 5dot1 percent x to $660 million x from $628 million . * No . 7 F . W . Woolworth Company of New York said its July sales rose 7dot7 percent x to $448 million x from $416 million . * The May Department Stores Company of St Louis x the eighth largest x posted a 13 .4 percent sales gain x to $339 million x from $299 million . Also x Chicago based Montgomery Ward and Company x No . 9 x said its four week sales gained 4dot5 percent x to $306 million x from $293 million . Copyright 1986 The New York Times Company ","Positive",2396
"94",53515,"Americans' personal income rose a healthy six tenths of 1 percent in February x the Government said today . Analysts were encouraged by the upturn x but said that a modest rise in consumer spending x three tenths of 1 percent x showed that continued weakness in retail sales will need to be reversed for the economy to grow strongly this year . The Commerce Department reported that personal income was up sharply from a revised one tenth of 1 percent January gain x which had originally been reported as a one tenth of 1 percent decline to xbrokers because of the stock market boom x Commerce Department analysts said . Spending on both durable goods such as cars and appliances and nondurable goods actually fell for the second consecutive month . Sandra Shaber x director of consumer economics at Chase Econometrics x said she believed that retail sales would increase in coming months because of the wage gain . ''After some fairly gloomy days with dismal numbers x I think the pickup in wage growth is an encouraging trend ,'' she said . ''That is very important for consumer spending .'' Growth Forecasts The Reagan Administration is forecasting overall economic growth of 4 percent this year . Many private analysts say falling oil prices x decline to xnear that level x up considerably from the weak 2dot2 percent growth turned in last year . Disposable x or after tax x income rose six tenths of 1 percent in February after a four tenths of 1 percent January rise . The Commerce Department reported that savings x as a percentage of disposable income x rose to 4dot7 percent in February from 4dot4 percent in January x the highest level since May . Outside of wages and salaries x income growth was affected by several special factors last month x including a big swing in Government subsidy payments for farmers . Farm income rose $2dot2 billion after a decline of $15 .4 billion in January x a month when subsidy payments plunged . Copyright 1986 The New York Times Company ","Positive",1985
"95",53574,"LAST year x the left of center magazine Mother Jones x citing a ''commitment to fairness x product and environmental quality x ethics and people ,'' lauded Worthington Industries Inc . as one of the best companies to work for in America . The reaction of John H . McConnell x the 62 year old founder and chairman of the $700 million steel processing company x was characteristically blunt . ''Who the hell is Mother Jones .'' he asked . That Mr McConnell x a strong proponent of up by your bootstraps capitalism x draws a blank on Mother Jones should come as (no) not surprise . The two are strange bedfellows x united only in their belief in profit sharing as a way to resuscitate American manufacturing . Worthington x which is based in Columbus x Ohio x is one of a handful of large American companies that use profit sharing to account for a major portion x at least 25 percent and in some cases x as high as 50 percent x of employee compensation . Unlike employee stock ownership plans and deferred profit sharing plans x which have (no) not effect on cash compensation x these xpay attention paid to the companies that act xlike that of the Nucor Corporation x the steel mini mill x which pays hefty productivity bonuses . But such plans are not tied to profits . There seems to be (no) not consistent reason why Worthington x Steelcase and Michigan Wheel adopted their profit sharing plans . To the management of some of the companies x it was the morally correct thing to do . To others x it was the best way to insure high productivity and to keep unions out . To one another x it was simply the formalizing of an existing x paternalistic bonus plan . When he started Worthington as a virtual basement operation 31 years ago x Mr McConnell vowed to find a new way to motivate employees and keep unions out of his operations . Having worked in a West Virginia steel mill and an Oldsmobile factory in Michigan x he was appalled by what he said was the way union work rules and poor labor relations sabotaged productivity and profitability . He xquick to employees in quarterly installments . The company has maintained the 17 percent annual payout for each of the past 20 years . In 1985 x profit sharing accounted for about 45 percent of (non) not union employees' annual compensation . It is hard to argue with Worthington's success . Last year x average sales per (non) not union employee (union employees x most of whom came to Worthington when it acquired unionized companies x do not participate in profit sharing) were $353 ,800 x compare xagainst an industry average of 14 .4 percent . With total compensation roughly comparable to that of the auto industry x jobs at Steelcase do not base wages ''somewhat lower than the market ,'' says James C . Soule x xvice president for human resources . ''It allows us wage flexibility to weather bad times . With a variable labor burden x we have been able to discount prices in slack times to take low margin business and keep plants open and people working .'' Steelcase has had only three brief layoffs in its 74 year history . But there is a price to pay for joining the Steelcase ''family .'' Production quotas on some jobs are set at anywhere from a modest 105 percent of day rate standards x the production rate of an average worker as determined by a time study engineer x to a ferocious 200 percent . The average is 130 percent . ''That allows us the luxury of running at full capacity with one third fewer workers ,'' Mr Soule says . ''The pace and pressure is very strong here . A number of people can't deal with the fact that even in Utopia x they have to work .'' However x (less) not 1 percent of Steelcase workers quit or are fired annually . Neither Worthington (nor) not Steelcase had to negotiate with a union when they devised their profit sharing plans . Michigan Wheel x a $20 million x privately held company just down the road from Steelcase x did just that x introducing productivity bonuses in 1946 and profit sharing in 1950 . Today x the 83 year old company's 180 workers derive about 60 percent of their income from monthly productivity bonuses and thrice yearly profit sharing payouts . But there is a more adversarial flavor to labor relations at Michigan Wheel than at Worthington and Steelcase x perhaps because of a strong union presence . Every management decision x including raising prices and hiring new workers x must be xshare of waste . that it reduces the paycheck .'' Mr Shemanski agrees: ''When so much of your pay is tied up with profits and productivity x you can't afford to see it go down the drain ,'' he said . Copyright 1986 The New York Times Company ","Positive",4659
"96",53589,"Of Jobs and GNP . The employment figures for January will show another big rise x predicts David A . Levine x chief economist at Sanford C . Bernstein and Company . And this x he says x points to a banner economic year . ''We expect the January rise in employment to confirm our view that 1986 will be a boom year ,'' said Mr Levine x who is predicting a real annual rise in gross national product of 7 percent for the year x twice the 1985 gain . According to Mr Levine x this Friday's Government report will show that 300 ,000 jobs were created last month x on top of hefty increases posted in fourth quarter 1985 . And x he adds x for months now x industrial production has been rising as inventories fall . How does this view square with the consensus forecast of top economists reported by the Blue Chip Economic Indicators of Sedona x Ariz . That poll indicates a 3 percent rise for GNP . this year . Mr Levine concedes that most economists expect a growth rate of 2 to 4 percent in 1986 x but x he said x ''We think the next batch of indicators will change their views .'' Legal Benefits Employees with unsolved legal problems are absent more and concentrate (less) not other workers x says Sandra H . DeMent x director of legal plans at Hyatt Legal Services in Kansas City x Mo . x the nation's biggest law firm . For this reason x she says x more companies x including the Big Four auto makers x are providing workers with prepaid legal coverage . ''At a time when companies are nibbling away at fringe benefits x prepaid legal plans are becoming even more popular ,'' said Miss DeMent . Currently x ''hundreds x maybe thousands ,'' of companies offer them x she said x compared with only a dozen or so about a decade ago . ''The average plan costs the company (less) not $100 a year per employee ,'' she said . Coverage usually includes personal legal problems x even criminal matters x but not job related problems . Among the latest big companies testing the plans: Montgomery Ward and Bank of America . Flour Power . Bread producers have been enriching their loaves since World War II x when Washington mandated the process . Even after the order was rescinded in 1946 x most commercial bakeries xmix with sports events . And both figures are expected to rise substantially this year . One reason for the industry's interest in sports . Attendance at sports events has risen 50 percent in the last decade x and ''most ticket buyers who made sports a $150 billion industry last year have bank accounts and buy insurance ,'' said Robert T . Zito x director of CN Sports x a consulting group in Rahway x NJ According to Lesa Ukman x president and editor of Special Events Reports in Chicago x ''this year will witness a new twist in sports promotions by the financial services people .'' The firms will focus (less) not national sports events x such as baseball and football x and more on local sporting events x she says . Prudential Insurance x for example x will focus its TV promotions on stations covering local college games to help its local offices pick up business . Copyright 1986 The New York Times Company ","Positive",3128
"97",53683,"EVER since the Oct 19 stock market collapse x most analysts have been saying that the economy would slow down as a result x perhaps enough to send the nation stumbling into recession . They argue that consumers x who account for two thirds of the gross national product x have lose their xxeconomies . buy durable goods (University of Michigan Survey Research Center) TYPE: Question Copyright 1987 The New York Times Company ","Negative",425
"98",53701,"Time for Temps The uncertainty over whether the Oct 19 market collapse will lead to a recession could be a boon to temporary help companies . As employers seek to reduce fixed costs but still face cyclical needs for additional staff x they will make greater use of temporaries x says Jerry Levine x an analyst with Merrill Lynch . Mr Levine doesn't expect a recession in 1988 and is revising upward his earnings estimates for companies like Kelly Services x the Olsten Corporation and Robert Half International . ''In a tentative economic environment there is a tendency not want to increase permanent help x so the use of temps increases ,'' he said . William Olsten x chairman and chief executive officer of the Olsten Corporation x concurred . ''It's regrettable that the market collapsed the way it did x but from our perspective x I feel that it could be beneficial to the temporary service business ,'' he said . Private Computing With computer stocks trading at historic lows since the crash x many companies have responded with xshare for xhigh tech companies to restructure . For many companies x ''earnings are very strong x but the stock prices don't reflect that ,'' he said . Companies whose xshare have said that the turkey's lack xin xReston x Va . x said branding was becoming the rule in the turkey business x and it seems to be working . Per capita turkey consumption climbed to 13 .4 pounds in 1986 x from 12 .1 pounds in 1985 x and it should reach 15 .6 pounds this year . Turkey Federation) Copyright 1987 The New York Times Company ","Positive",1554
"99",53769,"ALTHOUGH the Government managed to resist the impulse for dramatic action x such as closing the exchanges x it was forced by last week's stock market plunge to make some abrupt and important policy changes . One result could be a breakthrough in the long political impasse over the Federal budget deficit x one of the main causes x economists say x of the market's instability . When the full force of Wall Street's harsh referendum on economic and political trends reached the White House x President Reagan decided that he would x in fact x be willing under certain conditions to accept xhigh speed things up . But opponents were galvanizedxtoo x arguing that protectionist provisions in both the House and Senate versions are exactly the kinds of measures that must be (avoided) not . They cited the trade contracting Smoot Hawley tariff of 1930 x a measure that followed an earlier stock market debacle x as a terrifying precedent . photo of an evangelist preaching outside NYSE after the fall (NYT/William Sauro) . an exhausted trader at Toronto Stock Exchange (Canapress) Copyright 1987 The New York Times Company ","Negative",1120
"100",53825,"To the Editor: Richard N . Cooper argues (Op Ed x Sept 18) that the dollar should not permitted to depreciate any further x despite the common sense notion that when something is being supplied more than it is being demanded its price should fall . To the contrary x common sense should prevail . The two dangers Professor Cooper cites x protectionism and a recession abroad induced by a sharply falling dollar x are both promoted rather than reduced by keeping the dollar's value artificially high . Currency depreciation is the most efficient way to correct an unsustainable xbalance budget deficit has created approximately $63 billion of ''room'' for improvement in our balance of payments . None of that has yet occurred . Of course x it takes time for devaluation to be reflected in recorded trade figures x and some improvement caused by past currency changes will surely occur . However x the dollar is still far from equilibrium . It has not returned to its 1978 80 level x (nor) not compensated for the United States shift from an external creditor to debtor status . Freezing the dollar most of 1987 has interrupted its gradual decline to xloss of xconfidence in the dollar x with disastrous results . Foreign governments would have to be particularly inept not (avoid) not recession stemming from gradual lose the xdollar is eventually corrected . From all points of view it would be best to let the market correction continue . LAWRENCE B . KRAUSE �� Prof of Intl . Relations and Pacific Studies �� University of California x San Diego �� La Jolla x Calif . x Sept 18 x 1987 TYPE: Letter Copyright 1987 The New York Times Company ","Negative",1643
"101",53836,"A broad spectrum of economists x including advisers to President Reagan x think the nation's unemployment rate can now decline to xaround 5 percent x a level not seen in almost two decades . In the throes of the 1981 82 recession x unemployment exceeded 10 percent x and the economists' new findings do not preclude such levels in future recessions . But in their view x the Government can now let the economy grow for longer than would have been allowed in recent years for fear of inflation . Inflation worries many officials more than unemployment because rising inflation can force the Government to tighten its hold on money x leading to a recession and even higher unemployment . The Traditional Wisdom Since the mid 1970's economists have greeted falling unemployment warily because as it fell x industry would compete for workers x offering higher and higher xpay attention to other economic issues x such as decline to xcool the economy by such means as raising taxes and cutting public spending or by raising interest rates . Starting in 1979 x the Federal Reserve raised rates with a vengeance to exorcise the economy's double digit inflation rate . Now x because of huge changes in the economy's dynamics x notably industry's difficult but ultimately successful absorption of postwar baby boomers and women x economists say that unemployment is settling back toward the low levels of two decades ago and allowing the Government more time before making it necessary to put a damper on things . Disagreement among economists revolves not around whether the rate is decline to xbe 5dot5 percent now . Jeff Faux x head of a liberal research group here known as the Economic Policy Institute x suggested 4 percent . ''But whatever you felt the rate was a few years ago ,'' Mr Faux said x ''you have got to have a lower estimate today .'' Whatever the figure x Mr Sommers urges that the Government not let the rate decline to xthe flashpoint x even if it could be accurately determined . Such a policy driven momentum could inadvertently drive unemployment below that threshold and provoke soaring inflation . Allan H . Meltzer x an economist at Carnegie Mellon University in Pittsburgh x warned that with the rise of two income families and changing attitudes toward work among young people x making forecasts on the basis of such figures is a risky way to guide economic policy . ''There's (no) not doubt the rate is going down ,'' he said . ''But how much isn't very clear .'' Percentage point distinctions may seem insignificant x but few economic issues arouse social and political passions more than jobs x and even minuscule changes in the unemployment rate reverberate through the economy in striking ways . A Point Equals 1dot2 Million Jobs A reduction of a single point means that 1dot2 million more people are working . Spending by those workers helps keep the economy growing x and the distribution of incomes tends to even out because more of the poor have jobs . Moreover x even many of the poor who are among the least skilled x usually least employable workers x notably black teen agers x are being absorbed . According to the Bureau of Labor Statistics x the unemployment rate for black teen agers has already improved dramatically x from 52 percent five years ago to 29 percent in August x the lowest level in at least a decade . And according to the Congressional Budget Office x a percentage point (less) not unemployment next year would save the Government $36 billion in aid to the jobless x a boon to the drive to reduce the budget deficit . Such a reduction ''is something that I think is good news from nearly any perspective you can imagine ,'' said Edward N . Gramlich x acting director of the Congressional Budget Office . Such economists note one feature of the change x however x that is not welcome . Income gains x adjusted for inflation x have by some measures been eroding and by others are (no) not better than static . Among reasons for stagnant wages x economists say x are the impact of foreign competition and workers' rising emphasis on job security over pay hikes . Reviving a Debate of the 1960's Awareness that a growing economy can tolerate lower unemployment could revive a lively issue of the low inflation 1960's . Economists of the Kennedy and Johnson Administrations became absorbed in debating the level of an unemployment rate that represented the optimum xbalance budget office said x ''the rate rose by more than can be explained by demographics x and it is falling by more than can be explained by demographics .'' ''Why .'' he asked x rhetorically . ''I think it's due to the openness of the economy . We are much more susceptible to foreign competition x especially in large unionized sectors such as steel and autos . It has become impossible for them to engineer the kind of wage increases of former times .'' Thus x he said x the economy and employment can grow with (less) not threat of inflation . With inflation again more subdued x some economists expect the debates of the 1960's to resume in earnest . ''People are going to argue over exactly what level of unemployment is the critical level where inflation accelerates ,'' said Barry P . Bosworth x an economist at the Brookings Institution who was President Carter's chief inflation fighter . Some Favor Unfettered Market Some other economists x mostly conservative x belittle the notion that the Government can manipulate the economy to deliver a predetermined combination of employment and inflation to help encourage growth x and they say unfettered markets do the job better . Just attempting to anticipate a precise level of unemployment is elusive x they say x in part because the labor force is much more fluid than theories of full employment imply . The Bureau of Labor Statistics x the source of employment data x defines the labor force x 122 million of an adult population of 184 million x as people who are working or are prepared to work . The definition excludes the infirm x the retired x society's dropouts x volunteers and those x such as mothers of young children x who elect not take wage paying jobs . But in a booming economy x some of these people trickle back into the labor force x making precise calculations about optimum unemployment difficult . They include the least employable hard core job seekers x such as unskilled youths (without) not high school diplomas and those who are handicapped but willing to work . The Rock Bottom Rate No one x in any event x assumes unemployment can fall to zero . For a while during the 1940's x when the nation xstrain of the labor force who are in transit between jobs x according to Thomas J . Plewes x an associate commissioner of the Bureau of Labor Statistics . Many of the economists who espouse such theories say frictional unemployment x and thus the rock bottom rate x is now around 2 percent . The debate concerns how close to that level unemployment can fall (without) not igniting faster inflation . Copyright 1987 The New York Times Company ","Positive",7044
"102",53901,"On the heels of some good economic news last week x employment in New York City surged to a 16 year high x Mayor Koch signed a series of bills designed to keep the good news coming . The regional Commissioner of Labor Statistics x Samuel M . Ehrenhalt x said the increase in employment during the first half of 1987 reflected x among other things x a stabilization of employment in the manufacturing sector . This x he said x was a ''welcome respite from the steep decline to x19 year olds decline to x19 .3 percent during the first six months of 1987 . The city's overall unemployment rate during that time was 6 percent x a 14 year low x compared with 7dot9 percent for the first half of 1986 and 6dot7 percent for the nation . Unemployment among black and Hispanic New Yorkers remained higher than the overall figures x but also showed a decline to x9dot8 percent for the corresponding period this year . Among Hispanics it was 8dot7 percent x down from 11 .6 percent last year . Mayor Koch said the figures provided ''positive reinforcement of our economic development policies .'' The next day he signed a series of bills he said would ''greatly reduce our competitive disadvantage .'' He said the measures x which had been announced over the last few months x would save businesses and residents more than $9 billion in taxes over the next five years . Copyright 1987 The New York Times Company ","Positive",1401
"103",53925,"Treasury bond prices fell nearly a point in light trading activity yesterday as securities dealers sought levels that would attract more investor demand . Although many analysts are speculating that the Federal Reserve has moved to a slightly (less) not restrictive monetary policy x their readings of the Fed's tea leaves have not enough to reduce Treasury bond yields below the 8 3/8 percent to 8 5/8 percent range that has prevailed for several weeks . Late yesterday the 8 3/4 percent Treasury bonds due in 2017 were offered at 102 7/32 x down 29/32 x to yield 8 .54 percent . In the xshort term market x hopes that the overnight rate for bank loans in the Federal funds market could fall xwell above $21 a barrel in the futures market . Other measures of inflation have been much (less) not alarming x and Alan C . Lerner x a managing director at the Bankers Trust Company x concluded that ''the worst news is probably in the past .'' Except for oil x prices of many other commodities have been stable to lower in recent weeks x alleviating the major concern mentioned by Fed officials on May 19 when they voted to adopt a slightly more restricive monetary policy . On May 19 the Commodity Research Bureau's futures price index was at 231 .21 x compared with 225 .5 yesterday . Some Offer Higher Yields Although investor demand for long term Treasury bonds was slack x a few corporations were willing to offer higher yields to attract buyers for new 30 year debentures . A $250 million offering by Chevron was offered through Merrill Lynch with a yield of 9 3/4 percent x or about 1 .23 percentage points more than Treasury bonds . Colgate Palmolive offered $150 million of 9 5/8 percent debentures due in 2017 through Goldman x Sachs and Company at 9 .89 percent x or about 1 .35 percentage points more than Treasury bonds . Analysts said activity in the Eurobond market remained subdued x though prices rose modestly for many issues of American companies x with investors and traders waiting for more details of the plans by the Treasury to modify its earlier proposal to eliminate a tax treaty with the Netherlands Antilles . Because the Treasury's earlier proposal would make some Eurobonds subject to the American withholding tax x it touched off a flurry of plans to redeem outstanding issues and depressed prices of others . The Eurobond market is not only sector where participants are re examining their bond documents to learn what events could result in early retirement . Uncertainty on Tax Status In the tax exempt market x trading has been sharply curtailed in bonds that were originally issued in the frantic days of August 1986 and December 1985 x just before Congress imposed new limits on the amount and kinds of financing permitted in the tax exempt market . Because of reports that as many as 100 bond issues are under investigation by a United States Attorney in Philadelphia or the Securities and Exchange Commission x George D . Friedlander x a managing director at Smith Barney x Harris Upham and Company x noted in a recent research report that ''participants are refuse to xbid in size on any paper that has an unfamiliar name'' or was issued in August 1986 or December 1985 . Some issues under investigation are trading with yields of xwell over 9 percent to their first ''put ,'' or redemption x date in 1990 or 1991 x compared with about 5 1/2 percent for similar x untainted issues . Mr Friedlander said that in the case of bonds of East St Louis x Ill . x and Chester x Pa . x which are known to be under investigation x ''creditworthiness is not problem'' because trustees are holding the money raised from the bond sales . But he warned that investors were still uncertain about whether the Federal Government would challenge the tax exempt status of those bonds . If their status is challenged x it is not clear whether the bonds could be retired before their first ''put'' date in 1990 or 1991 . Here are results of yesterday's Treasury bill auctions: (000 omitted in dollar figures) 3 Mo . Bills 6 Mo . Bills Average Price 98 .597 97 .199 Discounted Rate 5 .55percent 5 .54percent Coupon Yield 5 .72percent 5 .80percent High Price 98 .615 97 .214 Discounted Rate 5 .48percent 5 .51percent Coupon Yield 5 .65percent 5 .76percent Low Price 98 .595 97 .194 Discounted Rate 5 .56percent 5 .55percent Coupon Yield 5 .73percent 5 .81percent Accepted at low price 12percent 65percent Total applied for $24 ,499 ,765 $23 ,958 ,385 Accepted $6 ,602 ,715 $6 ,604 ,370 NY applied for $20 ,540 ,545 $20 ,747 ,130 NY accepted $5 ,558 ,735 $5 ,745 ,015 Noncompetitive $1 ,044 ,110 $966 ,710 Both these issues are dated July 16 x 1987 . The three month bills mature Oct 15 x 1987 and the six month bills x Jan 16 x 1988 . Copyright 1987 The New York Times Company ","Negative",4790
"104",54062,"Some Japanese economists and currency traders voiced deep concern today that a continued fall of the dollar could harm both the Japanese and American economies . They said further decline to xpersuade the United States to act forcefully to stop the dollar's decline to xdepreciate the dollar to improve the trade deficit ,'' Mr Koido said in reference to the United States Treasury Secretary x James A . Baker 3d . ''I think he should place more priority on financing the budget deficit . I understand that there will be a $28 billion issuance of US Government bonds on May 4 . And if Japanese investors fail to xbuy them x I am afraid that would lead to a rise of interest rates in the United States x with a terrible effect on the US economy .'' But Mr Kagami and Mr Morgan argue otherwise . Japanese investors are showing strong interest in American stocks x they said . Although investors face the same risk of exchange rate lose of xexchange rate losses . Copyright 1987 The New York Times Company ","Negative",1003
"105",54078,"To the Editor: Thank you for recognizing the splendid productivity results New York City's Department of Sanitation has achieved by reducing the size of collection truck crews from three workers to two (''The Worm and the Apple ,'' March 22) . Let me x however x clear up one small matter . The department needed 3 ,900 (not 2 ,900) workers in 1981 to pick up the 3dot3 million tons of municipal refuse to xtwo per crew x even though we are now picking up more trash . BRENDAN SEXTON Commissioner of Sanitation ��New York x March 23 x 1987 TYPE: Letter Copyright 1987 The New York Times Company ","Positive",595
"106",54146,"The Bank of Japan x as expected x today announced a half point cut in its basic interest rate x to an all time low of 2dot5 percent . The cut in the discount rate will take effect Monday . The announcement came on the eve of the meeting in Paris this weekend of monetary authorities from the world's largest industrial democracies . Japanese officials hope the action will help ease pressure from Japan's trading partners x who want more stimulus of Japan's domestic economy . The United States in particular has been pressing Japan to spur economic growth x which American officials hope will cause Japanese consumers to spend more on imports . The surging value of the yen on foreign exchange markets during the last year and a half has put Japan's economy into the worst slump in more than a decade . Bank Governor Comments Satoshi Sumita x governor of the Bank of Japan x told Japanese reporters today that the bank was acting in an effort to spur Japan's economy and stabilize exchange rates . He said the decision showed that Japan would cooperate with other nations to coordinate monetary and fiscal policies . ''Stability in foreign exchange rates is not only vital to the Japanese economy but to the world's economic growth ,'' Mr Sumita said . But he also said that monetary measures alone would not enough to stimulate the economy x and that Japan's ability to take further monetary measures was limited . During the last year x Japan has trimmed its basic interest rate by half x from 5 percent x to the 2dot5 percent rate . Mr Sumita urged the Government to make more use of fiscal policies to stimulate the economy . The Government has proposed a budget that is the most austere in 30 years . Decision Is Praised Business leaders and economists welcomed the news of a discount rate cut x although they said that a reduction of this size would probably not dramatic effect on either exchange rates or economic growth . ''It is certainly helpful x although to what extent I really don't know ,'' said Susumu Taketomi x senior economist of the Industrial Bank of Japan . ''After all x this is the fifth cut x so the marginal effect may be limited . If somebody expects an immediate favorable impact on the economy x he would be disappointed .'' Both stock prices and the value of the dollar x which had risen yesterday as rumors of an imminent discount rate cut swept through markets x dropped today . The dollar closed in Tokyo at 153 .77 yen x down from Thursday's close of 154 .73 yen . Copyright 1987 The New York Times Company ","Positive",2543
