id,text,annotation,iteration,ka_mean,ka_lower,ka_upper
36,Cover 19 Indian strain,48 for Coronavirus,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
37,EU aggression,22 for War,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
38,COVID 19,48 (Coronavirus),1,0.8059440831222167,0.6974245398875295,0.9086007668073337
39,rejoining the eu,15 for Europe,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
40,Recovery from Covid-19,48,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
41,Covid,48,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
42,Cost of Living,32,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
43,Rising living costs,32,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
44,This lying cheating dishonest government,"4 - Pol-neg i.e., complaints about politics",1,0.8059440831222167,0.6974245398875295,0.9086007668073337
45,illegal migrants,12 for Immigration,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
46,covie vir 19,48 - Coronavirus,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
47,Economic recovery,26 for Economy-general,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
48,Immigration,12,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
49,Corona virus pandemic,48,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
50,COVID,48,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
51,Virus,48,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
52,Cost of Living,32,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
53,Climate change,40 Environment,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
54,Brexit,15,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
55,Covid,48,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
56,Covid,48,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
57,Covid hoax,48 for Coronavirus,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
58,Covid 19,48,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
59,Rising prices,31 - Inflation,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
60,Pandemic,48,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
61,Covid 19,48,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
62,NHS backlog,1,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
63,immigraation,12,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
64,Economy,26,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
65,Economy,26,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
66,Coronavirus,48,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
67,Cost of living,32,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
68,Covid,48,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
69,Recovering from Coronavirus,48,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
70,economy,26,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
71,Covid,48,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
72,COVID,48,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
73,Cost of living,32,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
74,Covid,48,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
75,price increases,31 for Inflation,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
76,covid,48,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
77,Covid-19,48,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
78,Elitism and corruption,"4 - Pol-neg i.e., complaints about politics",1,0.8059440831222167,0.6974245398875295,0.9086007668073337
79,SLEEZE,4,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
80,Health crisis,1,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
81,Economy,26,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
82,cost of living,32,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
83,Covid,48,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
84,Covid 19,48,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
85,Covid,48,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
86,Incompetent & dishonest government,"4 - Pol-neg i.e., complaints about politics",1,0.8059440831222167,0.6974245398875295,0.9086007668073337
87,The Environment,40,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
88,Cost Of Livinf Crisis and inflation,"32, 31",1,0.8059440831222167,0.6974245398875295,0.9086007668073337
89,effects of covid,48,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
90,illegal immigration,12,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
91,Covid,48,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
92,Covid,48,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
93,covid,48,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
94,covid,48,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
95,Covid,48,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
96,The pandemic,48 for Coronavirus,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
97,omnicrom virus,48 - Coronavirus,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
98,Effects of the war in Ukraine,22 for War,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
99,Cost of Living,32,1,0.8059440831222167,0.6974245398875295,0.9086007668073337
0,Economy,26,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
1,Poor Government,"4 - Pol-neg i.e., complaints about politics",2,0.8388718173857556,0.7827780653156544,0.8999014707394837
2,COVID 19,48 - Coronavirus,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
3,immigration,12,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
4,The cost of living crisis,32 for Living costs,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
5,Covid,48,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
6,coved19,48 for Coronavirus,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
7,the economy,26,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
8,NHS,1,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
9,Cost of living,32,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
10,COVID,48,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
11,Cost of living,32,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
12,Global warming,40 Environment,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
13,Immigration,12,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
14,underfunded nhs,1,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
15,The economy,26,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
16,cost of living energy prices,32,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
17,Corruption in parliament,4,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
18,Covid,48,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
19,COVID,48,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
20,War in Ukraine,22,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
21,Brexit & Covid,48 for Coronavirus,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
22,the Ukraine conflict,22 War,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
23,underlying health probems that have not been dealt with during the pandemic,1,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
24,Economy,26,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
25,Covid-19,48,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
26,covid 19,48,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
27,COVID-19,48,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
28,Cost of living,32,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
29,Immigration,12,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
30,Cost of living,32,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
31,Brexit,15,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
32,immigration,12,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
33,The economy,26,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
34,crime,14,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
35,Covid,48,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
36,Cover 19 Indian strain,48 for Coronavirus,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
37,EU aggression,22 for War,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
38,COVID 19,48,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
39,rejoining the eu,15,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
40,Recovery from Covid-19,48 for Coronavirus,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
41,Covid,48,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
42,Cost of Living,32,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
43,Rising living costs,32,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
44,This lying cheating dishonest government,"4 - Pol-neg i.e., complaints about politics",2,0.8388718173857556,0.7827780653156544,0.8999014707394837
45,illegal migrants,12 for Immigration,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
46,covie vir 19,48 for Coronavirus,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
47,Economic recovery,26,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
48,Immigration,12,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
49,Corona virus pandemic,48,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
50,COVID,48,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
51,Virus,48,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
52,Cost of Living,32,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
53,Climate change,40 Environment,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
54,Brexit,15,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
55,Covid,48,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
56,Covid,48,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
57,Covid hoax,48 for Coronavirus,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
58,Covid 19,48,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
59,Rising prices,31 - Inflation,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
60,Pandemic,48,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
61,Covid 19,48,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
62,NHS backlog,1,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
63,immigraation,12,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
64,Economy,26,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
65,Economy,26,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
66,Coronavirus,48,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
67,Cost of living,32,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
68,Covid,48,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
69,Recovering from Coronavirus,48,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
70,economy,26,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
71,Covid,48,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
72,COVID,48,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
73,Cost of living,32,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
74,Covid,48,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
75,price increases,31 for Inflation,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
76,covid,48,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
77,Covid-19,48,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
78,Elitism and corruption,"4 - Pol-neg i.e., complaints about politics",2,0.8388718173857556,0.7827780653156544,0.8999014707394837
79,SLEEZE,"4 - Pol-neg i.e., complaints about politics",2,0.8388718173857556,0.7827780653156544,0.8999014707394837
80,Health crisis,48,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
81,Economy,26,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
82,cost of living,32,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
83,Covid,48,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
84,Covid 19,48,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
85,Covid,48,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
86,Incompetent & dishonest government,"4 - Pol-neg i.e., complaints about politics",2,0.8388718173857556,0.7827780653156544,0.8999014707394837
87,The Environment,40,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
88,Cost Of Livinf Crisis and inflation,"32, 31",2,0.8388718173857556,0.7827780653156544,0.8999014707394837
89,effects of covid,48,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
90,illegal immigration,12,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
91,Covid,48,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
92,Covid,48,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
93,covid,48,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
94,covid,48,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
95,Covid,48,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
96,The pandemic,48,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
97,omnicrom virus,48 for Coronavirus,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
98,Effects of the war in Ukraine,22 for War,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
99,Cost of Living,32,2,0.8388718173857556,0.7827780653156544,0.8999014707394837
0,Economy,26,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
1,Poor Government,"4 - Pol-neg i.e., complaints about politics",3,0.8277307382768526,0.7855513026581086,0.8734786756167475
2,COVID 19,48,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
3,immigration,12,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
4,The cost of living crisis,32 for Living costs,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
5,Covid,48,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
6,coved19,48 - Coronavirus,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
7,the economy,26,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
8,NHS,1,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
9,Cost of living,32,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
10,COVID,48,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
11,Cost of living,32,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
12,Global warming,40 Environment,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
13,Immigration,12,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
14,underfunded nhs,1,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
15,The economy,26,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
16,cost of living energy prices,32,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
17,Corruption in parliament,4,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
18,Covid,48,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
19,COVID,48,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
20,War in Ukraine,22,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
21,Brexit & Covid,"15, 48",3,0.8277307382768526,0.7855513026581086,0.8734786756167475
22,the Ukraine conflict,22 for War,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
23,underlying health probems that have not been dealt with during the pandemic,1,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
24,Economy,26,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
25,Covid-19,48,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
26,covid 19,48 (Coronavirus),3,0.8277307382768526,0.7855513026581086,0.8734786756167475
27,COVID-19,48,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
28,Cost of living,32,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
29,Immigration,12,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
30,Cost of living,32,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
31,Brexit,15,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
32,immigration,12,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
33,The economy,26,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
34,crime,14,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
35,Covid,48,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
36,Cover 19 Indian strain,48 for Coronavirus,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
37,EU aggression,22 for War,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
38,COVID 19,48,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
39,rejoining the eu,15,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
40,Recovery from Covid-19,48 - Coronavirus,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
41,Covid,48,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
42,Cost of Living,32,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
43,Rising living costs,32 for Living costs,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
44,This lying cheating dishonest government,"4 - Pol-neg i.e., complaints about politics",3,0.8277307382768526,0.7855513026581086,0.8734786756167475
45,illegal migrants,12 for Immigration,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
46,covie vir 19,48 for Coronavirus,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
47,Economic recovery,26 for Economy-general,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
48,Immigration,12,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
49,Corona virus pandemic,48,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
50,COVID,48,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
51,Virus,48,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
52,Cost of Living,32,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
53,Climate change,40 Environment,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
54,Brexit,15,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
55,Covid,48,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
56,Covid,48,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
57,Covid hoax,48 for Coronavirus,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
58,Covid 19,48,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
59,Rising prices,31,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
60,Pandemic,48,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
61,Covid 19,48,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
62,NHS backlog,1,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
63,immigraation,12,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
64,Economy,26,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
65,Economy,26,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
66,Coronavirus,48,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
67,Cost of living,32,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
68,Covid,48,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
69,Recovering from Coronavirus,48 for Coronavirus,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
70,economy,26,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
71,Covid,48,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
72,COVID,48,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
73,Cost of living,32,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
74,Covid,48,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
75,price increases,31 for Inflation,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
76,covid,48,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
77,Covid-19,48,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
78,Elitism and corruption,"4 - Pol-neg i.e., complaints about politics",3,0.8277307382768526,0.7855513026581086,0.8734786756167475
79,SLEEZE,4,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
80,Health crisis,48 (Coronavirus),3,0.8277307382768526,0.7855513026581086,0.8734786756167475
81,Economy,26,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
82,cost of living,32,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
83,Covid,48,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
84,Covid 19,48,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
85,Covid,48,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
86,Incompetent & dishonest government,"4 - Pol-neg i.e., complaints about politics",3,0.8277307382768526,0.7855513026581086,0.8734786756167475
87,The Environment,40,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
88,Cost Of Livinf Crisis and inflation,"32, 31",3,0.8277307382768526,0.7855513026581086,0.8734786756167475
89,effects of covid,48,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
90,illegal immigration,12 for Immigration,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
91,Covid,48,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
92,Covid,48,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
93,covid,48,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
94,covid,48,3,0.8277307382768526,0.7855513026581086,0.8734786756167475
