id,text,annotation,iteration,ka_mean,ka_lower,ka_upper
98,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 39 years old. I am a woman. I am not very interested in politics.",Guess: 0,0,,,
99,"Racially, I am asian. I like to discuss politics with my family and friends. I attend church. I am 33 years old. I am a man. I am very interested in politics.",0,0,,,
0,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 52 years old. I am a woman. I am somewhat interested in politics.",1,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
1,"Racially, I am native American. I like to discuss politics with my family and friends. I do not attend church. I am 59 years old. I am a man. I am very interested in politics.",0,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
2,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 32 years old. I am a man. I am somewhat interested in politics.",1,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
3,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 80 years old. I am a man. I am very interested in politics.",1,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
4,"Racially, I am asian. I like to discuss politics with my family and friends. I attend church. I am 39 years old. I am a woman. I am very interested in politics.",0,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
5,"Racially, I am native American. I like to discuss politics with my family and friends. I attend church. I am 38 years old. I am a woman. I am somewhat interested in politics.",0,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
6,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 57 years old. I am a woman. I am somewhat interested in politics.",1,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
7,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 77 years old. I am a woman. I am somewhat interested in politics.",1,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
8,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 80 years old. I am a woman. I am very interested in politics.",1,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
9,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 78 years old. I am a woman. I am somewhat interested in politics.",0,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
10,"Racially, I am white. I attend church. I am 49 years old. I am a woman.",0,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
11,"Racially, I am asian. I like to discuss politics with my family and friends. I do not attend church. I am 43 years old. I am a woman. I am somewhat interested in politics.",0,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
12,"Racially, I am asian. I like to discuss politics with my family and friends. I do not attend church. I am 29 years old. I am a man. I am somewhat interested in politics.",0,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
13,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 53 years old. I am a man. I am somewhat interested in politics.",1,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
14,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 73 years old. I am a man. I am somewhat interested in politics.",1,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
15,"Racially, I am white. I attend church. I am 45 years old. I am a man.",1,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
16,I do not attend church. I am 26 years old. I am a woman.,Guess: 0,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
17,"Racially, I am white. I attend church. I am 21 years old. I am a woman.",0,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
18,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 80 years old. I am a woman. I am very interested in politics.",0,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
19,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 28 years old. I am a man. I am very interested in politics.",1,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
20,"Racially, I am asian. I like to discuss politics with my family and friends. I do not attend church. I am 73 years old. I am a woman. I am somewhat interested in politics.",0,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
21,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 66 years old. I am a man. I am somewhat interested in politics.",1,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
22,"Racially, I am white. I do not attend church. I am 40 years old. I am a man.",0,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
23,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 38 years old. I am a woman. I am not very interested in politics.",Guess: 0,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
24,"Racially, I am native American. I like to discuss politics with my family and friends. I do not attend church. I am 26 years old. I am a man. I am very interested in politics.",Guess: 0,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
25,"Racially, I am native American. I like to discuss politics with my family and friends. I attend church. I am 75 years old. I am a man. I am somewhat interested in politics.",1,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
26,"Racially, I am black. I like to discuss politics with my family and friends. I attend church. I am 70 years old. I am a woman. I am not very interested in politics.",0,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
27,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 25 years old. I am a woman. I am not very interested in politics.",Guess: 0,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
28,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 37 years old. I am a man. I am somewhat interested in politics.",1,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
29,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 19 years old. I am a woman. I am somewhat interested in politics.",0,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
30,"Racially, I am asian. I like to discuss politics with my family and friends. I do not attend church. I am 47 years old. I am a woman. I am not at all interested in politics.",Guess: 0,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
31,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 80 years old. I am a woman. I am not very interested in politics.",1,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
32,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 69 years old. I am a man. I am very interested in politics.",1,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
33,"Racially, I am native American. I do not attend church. I am a man.",0,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
34,"Racially, I am hispanic. I like to discuss politics with my family and friends. I attend church. I am 56 years old. I am a woman. I am somewhat interested in politics.",0,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
35,"Racially, I am asian. I never discuss politics with my family or friends. I attend church. I am 59 years old. I am a woman. I am not very interested in politics.",Guess: 0,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
36,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 57 years old. I am a man. I am not very interested in politics.",Guess: 1,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
37,"Racially, I am asian. I like to discuss politics with my family and friends. I attend church. I am a woman.",0,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
38,"Racially, I am hispanic. I like to discuss politics with my family and friends. I attend church. I am 46 years old. I am a woman. I am somewhat interested in politics.",0,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
39,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 66 years old. I am somewhat interested in politics.",1,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
40,"Racially, I am black. I like to discuss politics with my family and friends. I attend church. I am 77 years old. I am a man. I am somewhat interested in politics.",1,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
41,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 55 years old. I am a woman. I am very interested in politics.",0,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
42,"Racially, I am white. I attend church. I am 62 years old. I am a woman.",1,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
43,"Racially, I am black. I like to discuss politics with my family and friends. I attend church. I am 45 years old. I am a woman. I am very interested in politics.",0,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
44,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 80 years old. I am a woman. I am somewhat interested in politics.",1,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
45,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 64 years old. I am a woman. I am very interested in politics.",0,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
46,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 47 years old. I am a woman. I am somewhat interested in politics.",1,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
47,"Racially, I am white. I attend church. I am 50 years old. I am a man.",1,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
48,"Racially, I am black. I like to discuss politics with my family and friends. I attend church. I am 35 years old. I am a man. I am not very interested in politics.",0,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
49,"Racially, I am black. I like to discuss politics with my family and friends. I attend church. I am 41 years old. I am a man. I am somewhat interested in politics.",0,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
50,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 67 years old. I am a woman. I am very interested in politics.",1,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
51,"Racially, I am asian. I like to discuss politics with my family and friends. I do not attend church. I am 53 years old. I am a man. I am somewhat interested in politics.",Guess: 0,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
52,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 24 years old. I am a man. I am somewhat interested in politics.",Guess: 1,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
53,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 66 years old. I am a man. I am not very interested in politics.",1,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
54,"Racially, I am hispanic. I like to discuss politics with my family and friends. I do not attend church. I am 78 years old. I am a woman. I am very interested in politics.",0,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
55,"Racially, I am hispanic. I like to discuss politics with my family and friends. I do not attend church. I am 28 years old. I am a woman. I am somewhat interested in politics.",Guess: 0,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
56,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 49 years old. I am a man. I am very interested in politics.",1,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
57,I like to discuss politics with my family and friends. I do not attend church. I am 41 years old. I am a man. I am very interested in politics.,Guess: 0,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
58,I like to discuss politics with my family and friends. I do not attend church. I am 42 years old. I am a man. I am very interested in politics.,Guess: 0,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
59,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 25 years old. I am a man. I am somewhat interested in politics.",1,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
60,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 29 years old. I am a man. I am very interested in politics.",1,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
61,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 48 years old. I am a man. I am very interested in politics.",1,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
62,"Racially, I am black. I like to discuss politics with my family and friends. I attend church. I am 29 years old. I am a woman. I am not very interested in politics.",0,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
63,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 50 years old. I am a man. I am somewhat interested in politics.",1,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
64,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 22 years old. I am a woman. I am somewhat interested in politics.",1,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
65,"Racially, I am black. I like to discuss politics with my family and friends. I attend church. I am 36 years old. I am a man. I am somewhat interested in politics.",0,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
66,"Racially, I am hispanic. I like to discuss politics with my family and friends. I attend church. I am 41 years old. I am a man. I am somewhat interested in politics.",Guess: 0,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
67,"Racially, I am white. I never discuss politics with my family or friends. I do not attend church. I am 67 years old. I am a man. I am not at all interested in politics.",1,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
68,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 57 years old. I am a woman. I am very interested in politics.",1,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
69,I like to discuss politics with my family and friends. I attend church. I am 31 years old. I am a woman. I am somewhat interested in politics.,0,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
70,I like to discuss politics with my family and friends. I attend church. I am 34 years old. I am a woman. I am somewhat interested in politics.,Guess: 0,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
71,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 60 years old. I am a man. I am very interested in politics.",1,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
72,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 74 years old. I am a man. I am somewhat interested in politics.",1,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
73,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 76 years old. I am a man. I am somewhat interested in politics.",1,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
74,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 64 years old. I am a woman. I am somewhat interested in politics.",1,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
75,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 67 years old. I am a woman. I am very interested in politics.",1,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
76,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 70 years old. I am a woman. I am very interested in politics.",0,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
77,"Racially, I am black. I never discuss politics with my family or friends. I attend church. I am 23 years old. I am a woman. I am not very interested in politics.",0,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
78,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 31 years old. I am a man. I am very interested in politics.",1,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
79,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 47 years old. I am a woman. I am somewhat interested in politics.",0,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
80,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 59 years old. I am a man. I am very interested in politics.",1,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
81,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 72 years old. I am a woman. I am very interested in politics.",1,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
82,"Racially, I am black. I like to discuss politics with my family and friends. I attend church. I am 49 years old. I am a woman. I am somewhat interested in politics.",0,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
83,"Racially, I am asian. I like to discuss politics with my family and friends. I do not attend church. I am 61 years old. I am a man. I am somewhat interested in politics.",Guess: 0,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
84,"Racially, I am white. I never discuss politics with my family or friends. I do not attend church. I am 35 years old. I am a man. I am not very interested in politics.",Guess 1,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
85,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 59 years old. I am a man. I am very interested in politics.",1,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
86,I like to discuss politics with my family and friends. I do not attend church. I am 38 years old. I am a man. I am very interested in politics.,Guess: 0,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
87,"Racially, I am black. I like to discuss politics with my family and friends. I attend church. I am 75 years old. I am a woman. I am somewhat interested in politics.",0,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
88,"Racially, I am white. I do not attend church. I am 24 years old. I am a man.",1,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
89,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 62 years old. I am a woman. I am somewhat interested in politics.",1,1,0.6660674252530356,0.5245490846642574,0.8119131233856547
